shipment_id,vendor,shipto_country,managed_by,fulfill_via,shipment_mode,pq_#,pq_first_sent_to_client_date,scheduled_delivery_date,delivered_to_client_date,delivery_recorded_date,product_group,sub_classification,vendor_inco_term,shipment_weight_kg,freight_cost_(usd),line_item_quantity,line_item_value,weight_captured_kg,freight_cost_usd,delivery_days,estimated_days,is_late,is_damaged,shipment_status
SHP_005939,Ecom Express,India,Delhi,From RDC,Sea,5939,2023-09-23,2023-09-23,2023-10-03,2023-10-03,Industrial,Industrial,DDP,206.58,142.63,149,493.6,265.12,142.63,10,10,False,False,Delivered
SHP_005940,DHL,India,Jaipur,From RDC,Air,5940,2023-03-17,2023-03-17,2023-03-23,2023-03-23,Consumer Goods,Consumer Goods,DDP,187.94,63.03,197,206.69,489.53,63.03,6,4,True,False,Late
SHP_005941,XpressBees,India,Chennai,From RDC,Ground,5941,2023-01-31,2023-01-31,2023-02-03,2023-02-03,Industrial,Industrial,DDP,16.92,76.79,148,437.68,397.64,76.79,3,4,False,False,Delivered
SHP_005942,Delhivery,India,Pune,From RDC,Ground,5942,2022-08-10,2022-08-10,2022-08-21,2022-08-21,Electronics,Electronics,DDP,331.91,140.52,39,531.62,313.88,140.52,11,8,True,False,Late
SHP_005943,Amazon Logistics,India,Pune,From RDC,Sea,5943,2022-08-18,2022-08-18,2022-08-24,2022-08-24,Industrial,Industrial,DDP,88.97,71.52,14,163.91,48.06,71.52,6,3,True,False,Late
SHP_005944,SafeExpress,India,Delhi,From RDC,Ground,5944,2022-05-03,2022-05-03,2022-05-12,2022-05-12,Industrial,Industrial,EXW,345.31,44.73,158,155.53,90.5,44.73,9,8,True,False,Late
SHP_005945,BlueDart,India,Mumbai,Direct Drop,Ground,5945,2022-02-27,2022-02-27,2022-03-09,2022-03-09,Food,Food,EXW,473.07,127.67,123,673.6,138.46,127.67,10,7,True,False,Late
SHP_005946,BlueDart,India,Pune,From RDC,Ground,5946,2022-06-12,2022-06-12,2022-06-17,2022-06-17,Consumer Goods,Consumer Goods,CIP,68.99,37.04,36,195.05,41.9,37.04,5,5,False,False,Delivered
SHP_005947,UPS,India,Mumbai,Direct Drop,Sea,5947,2022-03-30,2022-03-30,2022-04-06,2022-04-06,Apparel,Apparel,EXW,114.88,76.02,179,428.03,368.18,76.02,7,6,True,False,Late
SHP_005948,Ecom Express,India,Mumbai,From RDC,Ground,5948,2023-05-13,2023-05-13,2023-05-25,2023-05-25,Food,Food,DDP,413.91,45.13,30,187.51,353.15,45.13,12,10,True,False,Late
SHP_005949,SpeedPost,India,Hyderabad,From RDC,Ground,5949,2023-08-20,2023-08-20,2023-08-27,2023-08-27,Medical,Medical,DDP,230.31,200.89,132,1491.95,136.34,200.89,7,5,True,False,Late
SHP_005950,FedEx,India,Hyderabad,From RDC,Air,5950,2022-02-19,2022-02-19,2022-03-02,2022-03-02,Food,Food,EXW,15.96,44.91,51,142.03,107.44,44.91,11,8,True,False,Late
SHP_005951,Ecom Express,India,Delhi,From RDC,Air,5951,2022-10-13,2022-10-13,2022-10-19,2022-10-19,Pharma,Pharma,CIP,220.78,126.55,109,532.38,269.83,126.55,6,6,False,False,Delivered
SHP_005952,Ecom Express,India,Bangalore,From RDC,Air,5952,2022-01-25,2022-01-25,2022-02-01,2022-02-01,Apparel,Apparel,DDP,353.96,121.07,167,598.07,422.98,121.07,7,4,True,False,Late
SHP_005953,Gati,India,Bangalore,Direct Drop,Sea,5953,2022-10-21,2022-10-21,2022-11-03,2022-11-03,Medical,Medical,DDP,343.11,234.81,53,739.14,465.14,234.81,13,6,True,False,Late
SHP_005954,UPS,India,Chennai,Direct Drop,Air,5954,2022-01-17,2022-01-17,2022-01-28,2022-01-28,Pharma,Pharma,DDP,344.39,83.4,121,482.72,452.79,83.4,11,9,True,False,Late
SHP_005955,SafeExpress,India,Ahmedabad,Direct Drop,Sea,5955,2023-04-26,2023-04-26,2023-04-30,2023-04-30,Apparel,Apparel,DDP,78.2,42.22,170,107.48,493.94,42.22,4,5,False,False,Delivered
SHP_005956,Gati,India,Jaipur,From RDC,Air,5956,2023-09-26,2023-09-26,2023-10-10,2023-10-10,Medical,Medical,CIP,53.24,183.06,152,1280.67,58.65,183.06,14,10,True,False,Late
SHP_005957,UPS,India,Ahmedabad,Direct Drop,Ground,5957,2022-12-26,2022-12-26,2022-12-29,2022-12-29,Industrial,Industrial,EXW,497.8,128.39,124,861.9,53.53,128.39,3,3,False,False,Delivered
SHP_005958,Gati,India,Jaipur,Direct Drop,Sea,5958,2022-01-28,2022-01-28,2022-02-06,2022-02-06,Electronics,Electronics,EXW,473.55,160.14,131,869.57,229.81,160.14,9,9,False,False,Delivered
SHP_005959,DHL,India,Mumbai,From RDC,Ground,5959,2022-01-13,2022-01-13,2022-01-15,2022-01-15,Consumer Goods,Consumer Goods,EXW,307.04,47.16,108,138.23,424.97,47.16,2,4,False,False,Delivered
SHP_005960,FedEx,India,Kolkata,Direct Drop,Air,5960,2022-02-18,2022-02-18,2022-02-28,2022-02-28,Pharma,Pharma,EXW,278.07,131.32,11,921.6,153.01,131.32,10,10,False,False,Delivered
SHP_005961,SafeExpress,India,Pune,From RDC,Air,5961,2023-04-29,2023-04-29,2023-05-09,2023-05-09,Consumer Goods,Consumer Goods,DDP,332.73,43.13,48,310.17,42.49,43.13,10,10,False,False,Delivered
SHP_005962,BlueDart,India,Ahmedabad,From RDC,Air,5962,2023-10-03,2023-10-03,2023-10-13,2023-10-13,Medical,Medical,EXW,212.96,115.07,91,810.3,79.6,115.07,10,8,True,True,Late
SHP_005963,SpeedPost,India,Ahmedabad,From RDC,Sea,5963,2023-09-28,2023-09-28,2023-10-13,2023-10-13,Medical,Medical,DDP,197.27,89.72,47,221.44,383.12,89.72,15,10,True,False,Late
SHP_005964,UPS,India,Bangalore,Direct Drop,Sea,5964,2023-01-05,2023-01-05,2023-01-11,2023-01-11,Pharma,Pharma,CIP,423.0,138.4,11,281.42,324.77,138.4,6,7,False,False,Delivered
SHP_005965,BlueDart,India,Kolkata,From RDC,Sea,5965,2022-04-05,2022-04-05,2022-04-11,2022-04-11,Apparel,Apparel,EXW,384.08,113.54,131,477.74,282.72,113.54,6,4,True,False,Late
SHP_005966,BlueDart,India,Chennai,From RDC,Ground,5966,2023-03-16,2023-03-16,2023-03-18,2023-03-18,Apparel,Apparel,DDP,189.93,115.37,30,474.06,444.3,115.37,2,4,False,False,Delivered
SHP_005967,SpeedPost,India,Pune,From RDC,Sea,5967,2023-10-06,2023-10-06,2023-10-13,2023-10-13,Pharma,Pharma,EXW,401.07,200.77,130,1269.18,285.14,200.77,7,8,False,False,Delivered
SHP_005968,DTDC,India,Delhi,Direct Drop,Air,5968,2022-05-28,2022-05-28,2022-06-06,2022-06-06,Industrial,Industrial,CIP,396.68,130.62,69,815.73,101.74,130.62,9,6,True,False,Late
SHP_005969,FedEx,India,Kolkata,From RDC,Sea,5969,2023-12-01,2023-12-01,2023-12-11,2023-12-11,Food,Food,EXW,274.63,95.26,90,296.33,112.9,95.26,10,10,False,False,Delivered
SHP_005970,Gati,India,Pune,Direct Drop,Air,5970,2022-02-03,2022-02-03,2022-02-17,2022-02-17,Medical,Medical,EXW,93.78,167.26,146,1308.43,386.85,167.26,14,8,True,False,Late
SHP_005971,Delhivery,India,Kolkata,From RDC,Ground,5971,2023-10-24,2023-10-24,2023-10-31,2023-10-31,Consumer Goods,Consumer Goods,CIP,304.89,35.3,20,118.56,21.89,35.3,7,6,True,False,Late
SHP_005972,XpressBees,India,Ahmedabad,Direct Drop,Air,5972,2022-10-26,2022-10-26,2022-11-02,2022-11-02,Pharma,Pharma,DDP,311.57,66.61,153,422.65,485.34,66.61,7,4,True,False,Late
SHP_005973,Ecom Express,India,Bangalore,Direct Drop,Ground,5973,2023-09-28,2023-09-28,2023-10-06,2023-10-06,Apparel,Apparel,DDP,131.0,145.86,181,612.35,393.1,145.86,8,7,True,False,Late
SHP_005974,XpressBees,India,Pune,Direct Drop,Air,5974,2022-05-18,2022-05-18,2022-05-30,2022-05-30,Food,Food,CIP,140.83,103.69,92,515.9,132.28,103.69,12,10,True,False,Late
SHP_005975,XpressBees,India,Surat,From RDC,Ground,5975,2022-07-02,2022-07-02,2022-07-10,2022-07-10,Food,Food,EXW,476.53,119.6,167,296.28,94.43,119.6,8,8,False,False,Delivered
SHP_005976,UPS,India,Pune,From RDC,Sea,5976,2023-01-17,2023-01-17,2023-01-23,2023-01-23,Automotive Parts,Automotive Parts,DDP,254.48,130.94,34,882.85,123.22,130.94,6,6,False,False,Delivered
SHP_005977,Ecom Express,India,Pune,Direct Drop,Air,5977,2022-03-11,2022-03-11,2022-03-16,2022-03-16,Industrial,Industrial,EXW,400.06,44.21,32,346.19,13.72,44.21,5,5,False,False,Delivered
SHP_005978,UPS,India,Surat,Direct Drop,Air,5978,2022-07-25,2022-07-25,2022-07-27,2022-07-27,Electronics,Electronics,EXW,487.72,138.25,30,883.0,390.48,138.25,2,3,False,False,Delivered
SHP_005979,UPS,India,Bangalore,From RDC,Air,5979,2022-11-10,2022-11-10,2022-11-14,2022-11-14,Industrial,Industrial,CIP,45.89,143.07,77,549.04,237.35,143.07,4,6,False,False,Delivered
SHP_005980,Ecom Express,India,Hyderabad,From RDC,Air,5980,2023-07-08,2023-07-08,2023-07-18,2023-07-18,Food,Food,DDP,402.39,48.91,118,368.11,331.08,48.91,10,10,False,False,Delivered
SHP_005981,FedEx,India,Pune,Direct Drop,Air,5981,2022-03-24,2022-03-24,2022-04-01,2022-04-01,Electronics,Electronics,CIP,317.66,120.14,124,630.63,31.98,120.14,8,7,True,False,Late
SHP_005982,Gati,India,Jaipur,Direct Drop,Sea,5982,2022-07-21,2022-07-21,2022-08-07,2022-08-07,Pharma,Pharma,EXW,51.37,192.07,50,1524.16,426.06,192.07,17,10,True,False,Late
SHP_005983,Delhivery,India,Mumbai,Direct Drop,Sea,5983,2023-03-21,2023-03-21,2023-03-31,2023-03-31,Electronics,Electronics,EXW,252.14,69.39,159,233.43,240.67,69.39,10,8,True,False,Late
SHP_005984,SpeedPost,India,Jaipur,From RDC,Ground,5984,2023-07-06,2023-07-06,2023-07-09,2023-07-09,Food,Food,DDP,357.34,81.42,121,164.26,283.26,81.42,3,4,False,False,Delivered
SHP_005985,BlueDart,India,Ahmedabad,Direct Drop,Sea,5985,2022-10-29,2022-10-29,2022-11-03,2022-11-03,Automotive Parts,Automotive Parts,EXW,318.33,137.07,147,1013.26,140.58,137.07,5,4,True,False,Late
SHP_005986,SpeedPost,India,Kolkata,From RDC,Sea,5986,2023-01-06,2023-01-06,2023-01-11,2023-01-11,Automotive Parts,Automotive Parts,EXW,331.59,188.67,137,1070.24,463.74,188.67,5,5,False,False,Delivered
SHP_005987,BlueDart,India,Bangalore,Direct Drop,Ground,5987,2022-09-21,2022-09-21,2022-10-01,2022-10-01,Apparel,Apparel,DDP,314.53,89.52,125,396.08,154.81,89.52,10,7,True,False,Late
SHP_005988,Gati,India,Jaipur,From RDC,Air,5988,2023-11-23,2023-11-23,2023-12-06,2023-12-06,Apparel,Apparel,EXW,120.54,248.17,78,1520.51,376.44,248.17,13,8,True,False,Late
SHP_005989,FedEx,India,Kolkata,From RDC,Air,5989,2023-04-28,2023-04-28,2023-05-01,2023-05-01,Electronics,Electronics,EXW,291.75,106.36,134,652.31,116.17,106.36,3,3,False,False,Delivered
SHP_005990,Gati,India,Mumbai,Direct Drop,Air,5990,2023-04-09,2023-04-09,2023-04-13,2023-04-13,Food,Food,CIP,270.9,88.61,42,376.73,80.42,88.61,4,5,False,True,Delivered
SHP_005991,BlueDart,India,Kolkata,From RDC,Air,5991,2023-04-26,2023-04-26,2023-05-04,2023-05-04,Food,Food,DDP,420.46,55.7,193,435.08,447.24,55.7,8,9,False,False,Delivered
SHP_005992,DTDC,India,Bangalore,Direct Drop,Ground,5992,2023-10-12,2023-10-12,2023-10-26,2023-10-26,Electronics,Electronics,CIP,35.54,85.25,36,210.78,417.52,85.25,14,8,True,False,Late
SHP_005993,UPS,India,Mumbai,Direct Drop,Air,5993,2023-09-03,2023-09-03,2023-09-12,2023-09-12,Medical,Medical,EXW,162.27,115.73,73,386.3,342.86,115.73,9,7,True,False,Late
SHP_005994,SafeExpress,India,Mumbai,Direct Drop,Ground,5994,2023-11-01,2023-11-01,2023-11-07,2023-11-07,Apparel,Apparel,EXW,270.65,92.66,151,556.2,429.97,92.66,6,4,True,False,Late
SHP_005995,Amazon Logistics,India,Surat,Direct Drop,Sea,5995,2023-10-10,2023-10-10,2023-10-16,2023-10-16,Automotive Parts,Automotive Parts,EXW,47.05,54.35,47,148.79,307.49,54.35,6,8,False,False,Delivered
SHP_005996,Delhivery,India,Mumbai,From RDC,Sea,5996,2023-03-10,2023-03-10,2023-03-15,2023-03-15,Apparel,Apparel,CIP,325.59,118.79,45,690.71,427.89,118.79,5,5,False,False,Delivered
SHP_005997,Amazon Logistics,India,Hyderabad,From RDC,Air,5997,2023-02-10,2023-02-10,2023-02-17,2023-02-17,Automotive Parts,Automotive Parts,CIP,261.6,64.83,132,264.21,449.7,64.83,7,8,False,False,Delivered
SHP_005998,Delhivery,India,Kolkata,Direct Drop,Ground,5998,2023-08-11,2023-08-11,2023-08-19,2023-08-19,Consumer Goods,Consumer Goods,EXW,320.65,62.21,127,457.24,256.76,62.21,8,9,False,False,Delivered
SHP_005999,XpressBees,India,Bangalore,From RDC,Ground,5999,2023-09-21,2023-09-21,2023-09-25,2023-09-25,Apparel,Apparel,CIP,468.41,137.03,125,797.8,16.49,137.03,4,6,False,False,Delivered
SHP_006000,UPS,India,Hyderabad,Direct Drop,Air,6000,2023-04-14,2023-04-14,2023-04-24,2023-04-24,Apparel,Apparel,DDP,90.01,105.04,154,673.74,105.51,105.04,10,8,True,False,Late
SHP_006001,FedEx,India,Mumbai,From RDC,Sea,6001,2022-07-22,2022-07-22,2022-08-01,2022-08-01,Medical,Medical,DDP,73.43,74.14,149,494.35,287.68,74.14,10,8,True,False,Late
SHP_006002,Delhivery,India,Delhi,Direct Drop,Ground,6002,2022-04-18,2022-04-18,2022-04-28,2022-04-28,Medical,Medical,DDP,305.99,135.6,34,806.03,57.32,135.6,10,9,True,False,Late
SHP_006003,DHL,India,Delhi,From RDC,Sea,6003,2022-02-24,2022-02-24,2022-02-25,2022-02-25,Pharma,Pharma,CIP,89.4,127.66,189,339.53,109.41,127.66,1,3,False,False,Delivered
SHP_006004,XpressBees,India,Pune,Direct Drop,Air,6004,2023-09-18,2023-09-18,2023-09-24,2023-09-24,Industrial,Industrial,EXW,287.41,30.53,186,214.94,420.68,30.53,6,7,False,False,Delivered
SHP_006005,DTDC,India,Surat,Direct Drop,Sea,6005,2022-06-20,2022-06-20,2022-07-01,2022-07-01,Apparel,Apparel,DDP,377.88,200.37,156,1407.79,180.28,200.37,11,9,True,False,Late
SHP_006006,SpeedPost,India,Kolkata,From RDC,Sea,6006,2023-07-23,2023-07-23,2023-08-01,2023-08-01,Pharma,Pharma,DDP,275.87,155.95,39,450.57,274.72,155.95,9,6,True,False,Late
SHP_006007,SpeedPost,India,Surat,Direct Drop,Ground,6007,2023-02-04,2023-02-04,2023-02-08,2023-02-08,Industrial,Industrial,EXW,260.6,152.45,20,1168.42,6.86,152.45,4,4,False,False,Delivered
SHP_006008,SafeExpress,India,Chennai,From RDC,Sea,6008,2022-12-20,2022-12-20,2022-12-29,2022-12-29,Automotive Parts,Automotive Parts,CIP,357.15,89.89,172,287.05,210.1,89.89,9,7,True,False,Late
SHP_006009,Gati,India,Chennai,Direct Drop,Sea,6009,2023-04-01,2023-04-01,2023-04-15,2023-04-15,Food,Food,DDP,158.69,242.62,52,1742.23,355.52,242.62,14,9,True,False,Late
SHP_006010,DHL,India,Jaipur,Direct Drop,Sea,6010,2022-01-23,2022-01-23,2022-01-29,2022-01-29,Medical,Medical,CIP,10.15,140.42,25,352.15,465.8,140.42,6,3,True,False,Late
SHP_006011,FedEx,India,Kolkata,Direct Drop,Sea,6011,2023-09-11,2023-09-11,2023-09-21,2023-09-21,Medical,Medical,CIP,375.81,55.69,72,359.97,39.34,55.69,10,8,True,False,Late
SHP_006012,FedEx,India,Bangalore,From RDC,Sea,6012,2023-08-13,2023-08-13,2023-08-18,2023-08-18,Food,Food,CIP,14.51,139.23,142,601.08,497.32,139.23,5,5,False,False,Delivered
SHP_006013,FedEx,India,Surat,From RDC,Air,6013,2022-01-09,2022-01-09,2022-01-16,2022-01-16,Medical,Medical,CIP,450.0,148.28,71,875.77,250.46,148.28,7,6,True,False,Late
SHP_006014,Delhivery,India,Delhi,From RDC,Air,6014,2022-09-21,2022-09-21,2022-09-30,2022-09-30,Medical,Medical,DDP,185.92,65.78,99,425.15,41.66,65.78,9,6,True,False,Late
SHP_006015,DHL,India,Surat,From RDC,Air,6015,2022-11-05,2022-11-05,2022-11-10,2022-11-10,Automotive Parts,Automotive Parts,CIP,498.48,84.76,125,304.13,135.52,84.76,5,7,False,False,Delivered
SHP_006016,BlueDart,India,Ahmedabad,Direct Drop,Air,6016,2023-01-04,2023-01-04,2023-01-09,2023-01-09,Pharma,Pharma,CIP,62.93,141.45,175,822.74,183.7,141.45,5,6,False,False,Delivered
SHP_006017,SafeExpress,India,Hyderabad,From RDC,Sea,6017,2023-02-18,2023-02-18,2023-02-27,2023-02-27,Medical,Medical,CIP,441.75,44.44,87,107.03,392.14,44.44,9,6,True,False,Late
SHP_006018,Ecom Express,India,Surat,Direct Drop,Sea,6018,2023-01-05,2023-01-05,2023-01-10,2023-01-10,Industrial,Industrial,EXW,34.61,46.92,67,120.89,201.09,46.92,5,6,False,False,Delivered
SHP_006019,DHL,India,Ahmedabad,From RDC,Sea,6019,2022-05-22,2022-05-22,2022-06-02,2022-06-02,Automotive Parts,Automotive Parts,CIP,266.2,141.49,32,740.91,450.41,141.49,11,9,True,False,Late
SHP_006020,Delhivery,India,Chennai,From RDC,Sea,6020,2022-05-15,2022-05-15,2022-05-23,2022-05-23,Automotive Parts,Automotive Parts,DDP,443.88,122.18,173,746.9,129.17,122.18,8,8,False,False,Delivered
SHP_006021,DTDC,India,Chennai,Direct Drop,Sea,6021,2023-04-22,2023-04-22,2023-04-29,2023-04-29,Electronics,Electronics,EXW,334.49,115.84,138,303.95,445.43,115.84,7,7,False,False,Delivered
SHP_006022,Ecom Express,India,Delhi,Direct Drop,Ground,6022,2022-01-26,2022-01-26,2022-02-03,2022-02-03,Automotive Parts,Automotive Parts,DDP,413.28,141.48,180,346.86,199.9,141.48,8,9,False,False,Delivered
SHP_006023,DTDC,India,Mumbai,Direct Drop,Air,6023,2022-11-04,2022-11-04,2022-11-17,2022-11-17,Medical,Medical,DDP,258.42,123.36,149,756.21,148.86,123.36,13,10,True,False,Late
SHP_006024,DHL,India,Jaipur,From RDC,Sea,6024,2022-01-03,2022-01-03,2022-01-10,2022-01-10,Electronics,Electronics,EXW,326.9,117.68,85,237.65,45.86,117.68,7,9,False,False,Delivered
SHP_006025,UPS,India,Surat,Direct Drop,Air,6025,2022-06-29,2022-06-29,2022-07-02,2022-07-02,Automotive Parts,Automotive Parts,CIP,440.45,119.09,183,655.87,272.57,119.09,3,4,False,False,Delivered
SHP_006026,SpeedPost,India,Jaipur,From RDC,Ground,6026,2022-06-12,2022-06-12,2022-06-18,2022-06-18,Apparel,Apparel,DDP,93.51,242.83,187,1833.82,20.4,242.83,6,5,True,False,Late
SHP_006027,DTDC,India,Delhi,From RDC,Sea,6027,2023-09-15,2023-09-15,2023-09-26,2023-09-26,Industrial,Industrial,CIP,40.42,178.01,193,820.81,493.16,178.01,11,4,True,True,Late
SHP_006028,Amazon Logistics,India,Bangalore,Direct Drop,Ground,6028,2023-02-03,2023-02-03,2023-02-12,2023-02-12,Electronics,Electronics,DDP,15.08,140.72,163,335.18,215.98,140.72,9,10,False,False,Delivered
SHP_006029,DHL,India,Ahmedabad,Direct Drop,Ground,6029,2022-03-09,2022-03-09,2022-03-16,2022-03-16,Food,Food,DDP,372.38,90.95,107,287.28,260.74,90.95,7,4,True,False,Late
SHP_006030,DTDC,India,Pune,From RDC,Air,6030,2022-07-28,2022-07-28,2022-08-09,2022-08-09,Food,Food,DDP,86.35,84.54,154,236.78,255.19,84.54,12,10,True,False,Late
SHP_006031,Gati,India,Chennai,Direct Drop,Ground,6031,2023-07-12,2023-07-12,2023-07-20,2023-07-20,Automotive Parts,Automotive Parts,EXW,253.9,168.26,112,756.87,442.57,168.26,8,6,True,False,Late
SHP_006032,Delhivery,India,Ahmedabad,Direct Drop,Sea,6032,2023-09-07,2023-09-07,2023-09-19,2023-09-19,Pharma,Pharma,CIP,395.46,141.2,51,746.62,125.78,141.2,12,10,True,False,Late
SHP_006033,Amazon Logistics,India,Hyderabad,Direct Drop,Sea,6033,2023-11-28,2023-11-28,2023-12-08,2023-12-08,Pharma,Pharma,EXW,220.21,75.89,170,550.64,168.15,75.89,10,7,True,False,Late
SHP_006034,Gati,India,Surat,From RDC,Air,6034,2022-10-10,2022-10-10,2022-10-19,2022-10-19,Electronics,Electronics,CIP,362.24,83.25,26,583.46,441.68,83.25,9,3,True,False,Late
SHP_006035,Gati,India,Kolkata,From RDC,Sea,6035,2022-11-16,2022-11-16,2022-11-28,2022-11-28,Pharma,Pharma,DDP,307.38,184.98,71,908.33,315.62,184.98,12,8,True,False,Late
SHP_006036,SafeExpress,India,Pune,From RDC,Ground,6036,2022-05-11,2022-05-11,2022-05-17,2022-05-17,Apparel,Apparel,DDP,492.17,52.09,129,224.28,423.45,52.09,6,8,False,False,Delivered
SHP_006037,Delhivery,India,Hyderabad,From RDC,Ground,6037,2022-10-29,2022-10-29,2022-10-31,2022-10-31,Automotive Parts,Automotive Parts,EXW,344.97,60.87,137,425.26,229.13,60.87,2,4,False,False,Delivered
SHP_006038,Ecom Express,India,Jaipur,From RDC,Sea,6038,2023-01-30,2023-01-30,2023-02-08,2023-02-08,Medical,Medical,CIP,288.73,97.87,35,258.26,65.81,97.87,9,7,True,False,Late
SHP_006039,Delhivery,India,Surat,Direct Drop,Sea,6039,2023-02-24,2023-02-24,2023-03-08,2023-03-08,Medical,Medical,CIP,261.86,76.67,157,492.06,19.12,76.67,12,9,True,False,Late
SHP_006040,UPS,India,Bangalore,From RDC,Sea,6040,2022-10-13,2022-10-13,2022-10-21,2022-10-21,Apparel,Apparel,CIP,221.19,121.3,36,685.7,125.35,121.3,8,5,True,False,Late
SHP_006041,FedEx,India,Kolkata,Direct Drop,Ground,6041,2022-10-31,2022-10-31,2022-11-05,2022-11-05,Industrial,Industrial,DDP,433.11,145.78,193,557.37,247.97,145.78,5,3,True,False,Late
SHP_006042,Ecom Express,India,Delhi,From RDC,Air,6042,2023-05-24,2023-05-24,2023-06-01,2023-06-01,Automotive Parts,Automotive Parts,CIP,428.43,139.1,200,365.72,477.75,139.1,8,5,True,False,Late
SHP_006043,DTDC,India,Mumbai,Direct Drop,Ground,6043,2022-09-19,2022-09-19,2022-09-27,2022-09-27,Automotive Parts,Automotive Parts,EXW,98.96,127.15,34,446.19,150.22,127.15,8,8,False,True,Delivered
SHP_006044,DHL,India,Ahmedabad,Direct Drop,Ground,6044,2022-07-25,2022-07-25,2022-07-30,2022-07-30,Pharma,Pharma,DDP,355.04,48.18,99,281.53,299.02,48.18,5,6,False,False,Delivered
SHP_006045,Amazon Logistics,India,Ahmedabad,Direct Drop,Ground,6045,2023-06-01,2023-06-01,2023-06-10,2023-06-10,Food,Food,EXW,22.08,67.68,179,160.43,393.23,67.68,9,7,True,False,Late
SHP_006046,Ecom Express,India,Pune,Direct Drop,Air,6046,2023-04-29,2023-04-29,2023-05-06,2023-05-06,Pharma,Pharma,CIP,107.76,39.03,102,165.31,61.3,39.03,7,9,False,False,Delivered
SHP_006047,Ecom Express,India,Pune,From RDC,Ground,6047,2022-10-31,2022-10-31,2022-11-06,2022-11-06,Medical,Medical,CIP,191.6,66.53,26,378.46,454.57,66.53,6,3,True,False,Late
SHP_006048,DHL,India,Chennai,From RDC,Air,6048,2023-01-13,2023-01-13,2023-01-18,2023-01-18,Industrial,Industrial,CIP,343.56,148.3,74,917.98,323.47,148.3,5,3,True,False,Late
SHP_006049,Ecom Express,India,Chennai,Direct Drop,Air,6049,2022-05-05,2022-05-05,2022-05-09,2022-05-09,Medical,Medical,DDP,47.56,141.76,141,678.25,139.84,141.76,4,4,False,False,Delivered
SHP_006050,Ecom Express,India,Delhi,Direct Drop,Sea,6050,2022-08-06,2022-08-06,2022-08-12,2022-08-12,Food,Food,CIP,53.67,42.91,19,244.74,46.71,42.91,6,4,True,False,Late
SHP_006051,UPS,India,Pune,Direct Drop,Ground,6051,2023-03-27,2023-03-27,2023-04-06,2023-04-06,Automotive Parts,Automotive Parts,CIP,274.5,33.81,144,260.38,410.48,33.81,10,8,True,False,Late
SHP_006052,SpeedPost,India,Delhi,From RDC,Sea,6052,2022-10-26,2022-10-26,2022-11-02,2022-11-02,Industrial,Industrial,CIP,341.94,81.99,89,451.87,121.02,81.99,7,8,False,False,Delivered
SHP_006053,Delhivery,India,Ahmedabad,From RDC,Ground,6053,2023-02-24,2023-02-24,2023-02-28,2023-02-28,Industrial,Industrial,CIP,456.48,85.05,85,201.82,463.73,85.05,4,4,False,False,Delivered
SHP_006054,XpressBees,India,Chennai,Direct Drop,Ground,6054,2023-08-30,2023-08-30,2023-09-05,2023-09-05,Apparel,Apparel,DDP,397.12,139.84,141,956.03,8.44,139.84,6,7,False,False,Delivered
SHP_006055,XpressBees,India,Ahmedabad,From RDC,Air,6055,2023-03-06,2023-03-06,2023-03-15,2023-03-15,Industrial,Industrial,EXW,175.88,69.76,159,258.47,206.86,69.76,9,9,False,True,Delivered
SHP_006056,FedEx,India,Chennai,Direct Drop,Sea,6056,2023-07-17,2023-07-17,2023-07-22,2023-07-22,Food,Food,CIP,149.63,100.39,182,430.53,187.49,100.39,5,5,False,False,Delivered
SHP_006057,SafeExpress,India,Surat,Direct Drop,Air,6057,2022-11-16,2022-11-16,2022-11-25,2022-11-25,Automotive Parts,Automotive Parts,CIP,101.68,108.08,190,340.32,45.97,108.08,9,6,True,False,Late
SHP_006058,UPS,India,Pune,From RDC,Ground,6058,2022-10-17,2022-10-17,2022-10-25,2022-10-25,Industrial,Industrial,EXW,433.46,88.51,110,644.98,68.99,88.51,8,5,True,False,Late
SHP_006059,XpressBees,India,Ahmedabad,From RDC,Air,6059,2022-04-30,2022-04-30,2022-05-07,2022-05-07,Automotive Parts,Automotive Parts,DDP,86.18,47.83,178,317.59,192.91,47.83,7,9,False,False,Delivered
SHP_006060,SafeExpress,India,Delhi,Direct Drop,Air,6060,2023-06-23,2023-06-23,2023-07-03,2023-07-03,Food,Food,DDP,56.9,96.56,105,611.24,75.85,96.56,10,7,True,False,Late
SHP_006061,Gati,India,Mumbai,From RDC,Ground,6061,2023-05-19,2023-05-19,2023-05-31,2023-05-31,Apparel,Apparel,DDP,210.83,212.62,5,1625.42,309.33,212.62,12,7,True,False,Late
SHP_006062,Ecom Express,India,Hyderabad,Direct Drop,Sea,6062,2023-11-08,2023-11-08,2023-11-12,2023-11-12,Medical,Medical,EXW,320.38,33.7,26,252.5,428.82,33.7,4,5,False,False,Delivered
SHP_006063,SpeedPost,India,Kolkata,From RDC,Air,6063,2023-02-11,2023-02-11,2023-02-16,2023-02-16,Consumer Goods,Consumer Goods,EXW,38.98,162.21,54,1054.86,252.8,162.21,5,5,False,False,Delivered
SHP_006064,BlueDart,India,Chennai,Direct Drop,Air,6064,2022-07-05,2022-07-05,2022-07-16,2022-07-16,Medical,Medical,CIP,93.51,39.2,85,254.3,18.87,39.2,11,8,True,False,Late
